호선,역명,구주소,도로명주소,전화번호,위도,경도
5호선,오금,서울특별시 송파구 오금동 44-2 오금역(5호선),서울특별시 송파구 오금로 지하321(오금동),02-6110-3521,37.5022659793733,127.127879247544
5호선,개롱,서울특별시 송파구 가락동 165-2 개롱역(5호선),서울특별시 송파구 오금로 지하402(가락동),02-6311-5581,37.4978146566399,127.135158595127
5호선,거여,서울특별시 송파구 거여동 20-14 거여역(5호선),서울특별시 송파구 오금로 지하499(거여동),02-6311-5591,37.4932073280335,127.144032331306
5호선,마천,서울특별시 송파구 마천동 307-4 마천역(5호선),서울특별시 송파구 마천로57길 지하7(마천동),02-6311-5601,37.4946706182588,127.152320621872
5호선,강일,서울특별시 강동구 상일동 산73 강일역(5호선),서울특별시 강동구 고덕로 지하456(강일동),02-6311-5611,37.5575265973614,127.175938009116
5호선,미사,경기도 하남시 망월동 1122 미사역(5호선),경기도 하남시 미사강변동로 지하90(망월동),02-6311-5621,37.5632538224357,127.192978917193
5호선,하남풍산,경기도 하남시 덕풍동 727-3 하남풍산역(5호선),경기도 하남시 덕풍서로 지하50(덕풍동),02-6311-5631,37.5520576727898,127.203870649661
5호선,하남시청(덕풍?신장),경기도 하남시 덕풍동 405-1 하남시청(덕풍신장)역(5호선),경기도 하남시 하남대로 지하820(덕풍동),02-6311-5641,37.5419220287008,127.206391020861
5호선,하남검단산,경기도 하남시 창우동 526 하남검단산역(5호선),경기도 하남시 대청로 지하100(창우동),02-6311-5651,37.5397591397808,127.22344448627
6호선,응암,서울특별시 은평구 신사동 22-15 응암역(6호선),서울특별시 은평구 증산로 지하477(신사동),02-6311-6101,37.5987423282207,126.915512801302
6호선,역촌,서울특별시 은평구 녹번동 153-31 역촌역(6호선),서울특별시 은평구 서오릉로 지하63(녹번동),02-6311-6111,37.6060390534435,126.922967946327
6호선,불광,서울특별시 은평구 대조동 13-10 불광역(6호선),서울특별시 은평구 통일로 지하723-1(대조동),02-6311-6121,37.6102072578868,126.92998576213
6호선,독바위,서울특별시 은평구 불광동 13-33 독바위역(6호선),서울특별시 은평구 불광로 지하129-1(불광동),02-6311-6131,37.6183988849915,126.932810138476
6호선,연신내,서울특별시 은평구 갈현동 397 연신내역(6호선),서울특별시 은평구 통일로 지하849(갈현동),02-6110-3211,37.618962003178,126.921162124977
6호선,구산,서울특별시 은평구 구산동 1 구산역(6호선),서울특별시 은평구 연서로 지하137-1(구산동),02-6311-6151,37.6112122196295,126.917182386796
6호선,새절(신사),서울특별시 은평구 신사동 337-5 새절역(6호선),서울특별시 은평구 증산로 지하400(신사동),02-6311-6161,37.5918270544017,126.913911983591
6호선,증산(명지대앞),서울특별시 은평구 증산동 199-8 증산역(6호선),서울특별시 은평구 증산로 지하306(증산동),02-6311-6171,37.5841954778004,126.910057587886
6호선,디지털미디어시티,서울특별시 은평구 증산동 223-25 디지털미디어시티역(6호선),서울특별시 은평구 수색로 지하175(증산동),02-6311-6181,37.5771614352661,126.901928562926
6호선,월드컵경기장(성산),서울특별시 마포구 성산동 420 월드컵경기장역(6호선),서울특별시 마포구 월드컵로 지하240(성산동),02-6311-6191,37.569942569034,126.899033325814
6호선,마포구청,서울특별시 마포구 성산동 592 마포구청역(6호선),서울특별시 마포구 월드컵로 지하190(성산동),02-6311-6201,37.5634263131969,126.903356973848
6호선,망원,서울특별시 마포구 망원동 378 망원역(6호선),서울특별시 마포구 월드컵로 지하77(망원동),02-6311-6211,37.5560572923314,126.910033925408
6호선,합정,서울특별시 마포구 합정동 414 합정역(6호선),서울특별시 마포구 양화로 지하45(합정동),02-6311-6221,37.5492591944858,126.913190884167
6호선,상수,서울특별시 마포구 상수동 309-10 상수역(6호선),서울특별시 마포구 독막로 지하85(상수동),02-6311-6231,37.5477716665856,126.922409857908
6호선,광흥창(서강),서울특별시 마포구 창전동 145-17 광흥창역(6호선),서울특별시 마포구 독막로 지하165(창전동),02-6311-6241,37.5474860706906,126.931939240491
6호선,대흥(서강대앞),서울특별시 마포구 대흥동 128-1 대흥역(6호선),서울특별시 마포구 대흥로 지하85(대흥동),02-6311-6251,37.5476683544726,126.942465251709
6호선,공덕,서울특별시 마포구 공덕동 439 공덕역(6호선),서울특별시 마포구 백범로 지하200(공덕동),02-6311-5291,37.543526917067,126.951947569181
6호선,효창공원앞,서울특별시 용산구 효창동 80 효창공원앞역(6호선),서울특별시 용산구 백범로 지하287(효창동),02-6311-6271,37.5393766399926,126.961258439813
6호선,삼각지,서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),서울특별시 용산구 한강대로 지하185(한강로1가),02-6311-6281,37.5356450533976,126.974080538316
6호선,녹사평(용산구청),서울특별시 용산구 용산동4가 4 녹사평역(6호선),서울특별시 용산구 녹사평대로 지하195(용산동4가),02-6311-6291,37.5348314193581,126.987028473368
6호선,이태원,서울특별시 용산구 이태원동 119-23 이태원역(6호선),서울특별시 용산구 이태원로 지하177(이태원동),02-6311-6301,37.534483277545,126.993721655506
6호선,한강진,서울특별시 용산구 한남동 726-494 한강진역(6호선),서울특별시 용산구 이태원로 지하287(한남동),02-6311-6311,37.5402951544226,127.001748287649
6호선,버티고개,서울특별시 중구 신당동 366-454 버티고개역(6호선),서울특별시 중구 다산로 지하38(신당동),02-6311-6321,37.5480418375007,127.007084969776
6호선,약수,서울특별시 중구 신당동 369-2 약수역(6호선),서울특별시 중구 다산로 지하115(신당동),02-6311-6331,37.5538914380831,127.010120543543
6호선,청구,서울특별시 중구 신당동 295-2 청구역(6호선),서울특별시 중구 청구로 지하77(신당동),02-6311-5371,37.5602939125022,127.013806006802
6호선,신당,서울특별시 중구 흥인동 162-1 신당역(6호선),서울특별시 중구 다산로 지하260(흥인동),02-6311-6351,37.5662738884121,127.016153533586
6호선,동묘앞,서울특별시 종로구 숭인동 316-3 동묘앞역(6호선),서울특별시 종로구 지봉로 지하24(숭인동),02-6311-6361,37.5722005208773,127.015678133819
6호선,창신,서울특별시 종로구 창신동 20-8 창신역(6호선),서울특별시 종로구 지봉로 지하112(창신동),02-6311-6371,37.5800168892429,127.015211194258
6호선,보문,서울특별시 성북구 보문동1가 127-1 보문역(6호선),서울특별시 성북구 보문로 지하116(보문동1가),02-6311-6381,37.5853277238848,127.019386983515
6호선,안암(고대병원앞),서울특별시 성북구 안암동5가 146-1 안암역(6호선),서울특별시 성북구 고려대로 지하89(안암동5가),02-6311-6391,37.5862804833256,127.029213030111
6호선,고려대(종암),서울특별시 성북구 종암동 29-18 고려대역(6호선),서울특별시 성북구 종암로 지하1(종암동),02-6311-6401,37.5909411446657,127.036326984187
6호선,월곡(동덕여대),서울특별시 성북구 하월곡동 35-1 월곡역(6호선),서울특별시 성북구 월곡로 지하107(하월곡동),02-6311-6411,37.6014244753138,127.041187033214
6호선,상월곡(한국과학기술연구원),서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),서울특별시 성북구 화랑로 지하157(상월곡동),02-6311-6421,37.6062644995455,127.048327301764
6호선,돌곶이,서울특별시 성북구 석관동 349-8 돌곶이역(6호선),서울특별시 성북구 화랑로 지하243(석관동),02-6311-6431,37.6105454752639,127.056415926651
6호선,석계,서울특별시 노원구 월계동 25-2 석계역(6호선),서울특별시 노원구 화랑로 지하 347-1(월계동) ,02-6311-6441,37.6150480846952,127.066118430844
6호선,태릉입구,서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),서울특별시 노원구 동일로 지하 992-1(공릉동),02-6311-7171,37.6185137762138,127.075368429731
6호선,화랑대(서울여대입구),서울특별시 노원구 공릉동 285-2 화랑대역(6호선),서울특별시 노원구 화랑로 지하510(공릉동),02-6311-6461,37.6198943887187,127.083744624338
6호선,봉화산(서울의료원),서울특별시 중랑구 신내동 643-1 봉화산역(6호선),서울특별시 중랑구 신내로 지하232(신내동),02-6311-6471,37.6176537624438,127.090758129505
6호선,신내,서울특별시 중랑구 신내동 19 신내역(6호선),서울특별시 중랑구 용마산로136길 33 신내차량기지,02-6311-6481,37.6100945305971,127.110257980303
7호선,장암,경기도 의정부시 장암동 160-8 장암역(7호선),경기도 의정부시 동일로 121(장암동),02-6311-7091,37.7001189599459,127.053135359006
7호선,도봉산,서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),서울특별시 도봉구 도봉로 964-40(도봉동),02-6311-7101,37.6891205614059,127.046528790935
7호선,수락산,서울특별시 노원구 상계동 1132-9 수락산역(7호선),서울특별시 노원구 동일로 지하1662(상계동),02-6311-7111,37.6776259369995,127.055374584266
7호선,마들,서울특별시 노원구 상계동 650 마들역(7호선),서울특별시 노원구 동일로 지하1530-1(상계동),02-6311-7121,37.6650864331785,127.057687709213
7호선,노원,서울특별시 노원구 상계동 729 노원역(7호선),서울특별시 노원구 동일로 지하1409(상계동),02-6311-7131,37.6546947161168,127.060517410251
7호선,중계,서울특별시 노원구 중계동 503-3 중계역(7호선),서울특별시 노원구 동일로 지하1308-1(중계동),02-6311-7141,37.6448906789921,127.064246723057
7호선,하계,서울특별시 노원구 하계동 273-5 하계역(7호선),서울특별시 노원구 동일로 지하1196(하계동),02-6311-7151,37.6364521240646,127.067988537404
7호선,공릉(서울과학기술대),서울특별시 노원구 공릉동 385-4 공릉역(7호선),서울특별시 노원구 동일로 지하1074(공릉동),02-6311-7161,37.6254769202851,127.073005201049
7호선,태릉입구,서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),서울특별시 노원구 동일로 지하 992-1(공릉동),02-6311-7171,37.6185137762138,127.075368429731
7호선,먹골,서울특별시 중랑구 묵동 189-5 먹골역(7호선),서울특별시 중랑구 동일로 지하901(묵동),02-6311-7181,37.6106250591244,127.077764798784
7호선,중화,서울특별시 중랑구 중화동 50-3 중화역(7호선),서울특별시 중랑구 동일로 지하797(중화동),02-6311-7191,37.6015796992834,127.079469204905
7호선,상봉,서울특별시 중랑구 상봉동 100-9 상봉역(7호선),서울특별시 중랑구 망우로 297(상봉동),02-6311-7201,37.5967093285386,127.085741817289
7호선,면목,서울특별시 중랑구 면목동 282-6 면목역(7호선),서울특별시 중랑구 면목로 지하407(면목동) ,02-6311-7211,37.5883848968931,127.087567841531
7호선,사가정,서울특별시 중랑구 면목동 495 사가정역(7호선),서울특별시 중랑구 사가정로 지하393(면목동),02-6311-7221,37.5807945533834,127.088439058456
7호선,용마산(용마폭포공원),서울특별시 중랑구 면목동 1316-5 용마산역(7호선),서울특별시 중랑구 용마산로 지하227(면목동),02-6311-7231,37.5740302107904,127.087038114766
7호선,중곡,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),서울특별시 광진구 능동로 지하417(중곡동),02-6311-7241,37.5655258842084,127.084072412789
7호선,군자(능동),서울특별시 광진구 능동 275-5 군자(능동)역(7호선),서울특별시 광진구 천호대로 지하550(능동),02-6311-5441,37.5573631939521,127.079017279019
7호선,어린이대공원(세종대),서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),서울특별시 광진구 능동로 지하210(화양동),02-6311-7261,37.547871203305,127.074549925093
7호선,건대입구,서울특별시 광진구 화양동 6-3 건대입구역(7호선),서울특별시 광진구 능동로 지하110(화양동),02-6311-7271,37.5408416053893,127.07104643853
7호선,자양(뚝섬유원지),서울특별시 광진구 자양동 73-2 자양(뚝섬유원지)역(7호선),서울특별시 광진구 능동로 10(자양동),02-6311-7281,37.5317034538759,127.066765925738
7호선,청담,서울특별시 강남구 청담동 77-76 청담역(7호선),서울특별시 강남구 학동로 지하508(청담동),02-6311-7291,37.5194585308732,127.05376714677
7호선,강남구청,서울특별시 강남구 삼성동 111-44 강남구청역(7호선),서울특별시 강남구 학동로 지하346(삼성동),02-6311-7301,37.5171892352971,127.04130142966
7호선,학동,서울특별시 강남구 논현동 279-67 학동역(7호선),서울특별시 강남구 학동로 지하180(논현동),02-6311-7311,37.5142064294604,127.031463762217
7호선,논현,서울특별시 강남구 논현동 279-67 논현역(7호선),서울특별시 강남구 학동로 지하102(논현동),02-6311-7321,37.5111988300765,127.021657861669
7호선,반포,서울특별시 서초구 잠원동 103 반포역(7호선),서울특별시 서초구 신반포로 지하241(잠원동),02-6311-7331,37.5081263886404,127.011497032246
7호선,고속터미널,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),서울특별시 서초구 신반포로 지하188(반포동),02-6311-7341,37.5049267445237,127.004949918697
7호선,내방,서울특별시 서초구 방배동 874-16 내방역(7호선),서울특별시 서초구 서초대로 지하103(방배동),02-6311-7351,37.487533528504,126.993190309509
7호선,이수,서울특별시 동작구 사당동 144-4 이수역(7호선),서울특별시 동작구 사당로 지하310(사당동),02-6311-7361,37.485015143952,126.981021812089
7호선,남성,서울특별시 동작구 사당동 산25-33 남성역(7호선),서울특별시 동작구 사당로 지하218(사당동),02-6311-7371,37.4844433924857,126.971706096071
7호선,숭실대입구(살피재),서울특별시 동작구 상도동 514 숭실대입구역(7호선),서울특별시 동작구 상도로 지하378(상도동),02-6311-7381,37.4958143308836,126.954060246067
7호선,상도,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),서울특별시 동작구 상도로 지하272(상도1동),02-6311-7391,37.5032080456431,126.947700373641
7호선,장승배기,서울특별시 동작구 상도동 26-20 장승배기역(7호선),서울특별시 동작구 상도로 지하188(상도동) ,02-6311-7401,37.5046658024741,126.938744364462
7호선,신대방삼거리,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),서울특별시 동작구 상도로 지하76(대방동),02-6311-7411,37.4997218266711,126.928222967016
7호선,보라매,서울특별시 동작구 대방동 466-51 보라매역(7호선),서울특별시 동작구 상도로 지하2(대방동),02-6311-7421,37.499910050321,126.920489390309
7호선,신풍,서울특별시 영등포구 신길동 3599 신풍역(7호선),서울특별시 영등포구 신풍로 지하27(신길동),02-6311-7431,37.5001172036762,126.909841656125
7호선,대림(구로구청),서울특별시 영등포구 대림동 1050-17 대림역(7호선),서울특별시 영등포구 도림로 지하137(대림동),02-6311-7441,37.4927430722225,126.896611839343
7호선,남구로,서울특별시 구로구 구로동 801-95 남구로역(7호선),서울특별시 구로구 도림로 지하7(구로동) ,02-6311-7451,37.4861618372855,126.887341021559
7호선,가산디지털단지,서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),서울특별시 금천구 벚꽃로 309(가산동),02-6311-7461,37.4815957375443,126.882559483336
7호선,철산,경기도 광명시 철산동 526 철산역(7호선),경기도 광명시 철산로 지하13(철산동),02-6311-7471,37.4760980052319,126.868003853399
7호선,광명사거리,경기도 광명시 광명동 158-211 광명사거리역(7호선),경기도 광명시 오리로 지하980(광명동),02-6311-7481,37.4793355805984,126.854703171044
7호선,천왕,서울특별시 구로구 천왕동 14-25 천왕역(7호선),서울특별시 구로구 오리로 지하1154(천왕동),02-6311-7491,37.4868219430207,126.838713741162
7호선,온수(성공회대입구),서울특별시 구로구 온수동 119 온수역(7호선),서울특별시 구로구 경인로3길 지하64(온수동),02-6311-7501,37.4921502838112,126.823380714316
8호선,암사,서울특별시 강동구 암사동 501 암사역(8호선),서울특별시 강동구 올림픽로 지하776(암사동),02-6311-8101,37.5501403417224,127.127540246626
8호선,암사역사공원역,서울특별시 강동구 암사동 378 암사역사공원역(8호선),서울시 강동구 아리수로 27번길 2,02-6311-8091,,
8호선,천호(풍납토성),서울특별시 강동구 천호동 455 천호역(8호선),서울특별시 강동구 천호대로 지하997(천호동),02-6311-5471,37.5385789820645,127.123742434482
8호선,강동구청,서울특별시 강동구 성내동 319 강동구청역(8호선),서울특별시 강동구 올림픽로 지하550(성내동),02-6311-8121,37.5306740877124,127.12057605164
8호선,몽촌토성(평화의문),서울특별시 송파구 신천동 19 몽촌토성역(8호선),서울특별시 송파구 올림픽로 지하383(신천동),02-6311-8131,37.5176236317445,127.112429917071
8호선,잠실(송파구청),서울특별시 송파구 신천동 7-4 잠실역(8호선),서울특별시 송파구 올림픽로 305(신천동),02-6311-8141,37.5149771693164,127.10421637903
8호선,석촌,서울특별시 송파구 석촌동 209 석촌역(8호선),서울특별시 송파구 송파대로 지하439(석촌동),02-6311-8151,37.5059496431187,127.106345349428
8호선,송파,서울특별시 송파구 가락동 459-4 송파역(8호선),서울특별시 송파구 송파대로 지하354(가락동),02-6311-8161,37.4996866748478,127.112179893361
8호선,가락시장,서울특별시 송파구 가락동 184-23 가락시장역(8호선),서울특별시 송파구 송파대로 지하257(가락동),02-6311-8171,37.4927440321316,127.118485741487
8호선,문정,서울특별시 송파구 문정동 119-4 문정역(8호선),서울특별시 송파구 송파대로 지하179(문정동),02-6311-8181,37.4862618233383,127.122290332976
8호선,장지,서울특별시 송파구 장지동 201-5 장지역(8호선),서울특별시 송파구 송파대로 지하82(장지동),02-6311-8191,37.4781192050612,127.126424204036
8호선,복정,서울특별시 송파구 장지동 596-21 복정역(8호선),서울특별시 송파구 송파대로 지하6(장지동),02-6311-8201,37.4710560005054,127.126771228018
8호선,남위례,경기도 성남시 수정구 복정동 57 남위례역(8호선),경기도 성남시 수정구 공원로 601(복정동),02-6311-8211,37.4630404450338,127.139246012903
8호선,산성,경기도 성남시 수정구 신흥동 7 산성역(8호선),경기도 성남시 수정구 수정로 지하365(신흥동),02-6311-8221,37.456524575777,127.149943523317
8호선,남한산성입구(성남법원?검찰청),경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),경기도 성남시 수정구 산성대로 지하445(단대동),02-6311-8231,37.4515683423116,127.159802461468
8호선,단대오거리,경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),경기도 성남시 수정구 산성대로 지하365(신흥동),02-6311-8241,37.4451431531719,127.156687885923
8호선,신흥,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),경기도 성남시 수정구 산성대로 지하280(신흥동),02-6311-8251,37.4411840785188,127.148107604929
8호선,수진,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),경기도 성남시 수정구 산성대로 지하200(수진동),02-6311-8261,37.4374594671775,127.1403519473
8호선,모란,경기도 성남시 수정구 수진동 4518 모란역(8호선),경기도 성남시 수정구 산성대로 지하100(수진동),02-6311-8271,37.4338501673337,127.129551165797
9호선,언주,서울특별시 강남구 논현동 279-165 언주역(9호선),서울특별시 강남구 봉은사로 지하201(논현동),02-2656-0926,37.5074454982119,127.034284713238
9호선,선정릉,서울특별시 강남구 삼성동 111-114 선정릉역(9호선),서울특별시 강남구 선릉로 지하580(삼성동),02-2656-0927,37.5108538860091,127.043641042222
9호선,삼성중앙,서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),서울특별시 강남구 봉은사로 지하501(삼성동),02-2656-0928,37.5128830348855,127.052705651591
9호선,봉은사,서울특별시 강남구 삼성동 172 봉은사역(9호선),서울특별시 강남구 봉은사로 지하601(삼성동),02-2656-0929,37.5143606191744,127.060891874786
9호선,종합운동장,서울특별시 송파구 잠실동 123 종합운동장역(9호선),서울특별시 송파구 올림픽로 49(잠실동),02-2656-0930,37.5114806299192,127.076008084574
9호선,삼전,서울특별시 송파구 잠실동 347 삼전역(9호선),서울특별시 송파구 백제고분로 지하189(잠실동),02-2656-0931,37.504501913851,127.087445571156
9호선,석촌고분,서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),서울특별시 송파구 백제고분로 지하274(삼전동),02-2656-0932,37.5024703189666,127.096703734242
9호선,석촌,서울특별시 송파구 석촌동 209 석촌역(9호선),서울특별시 송파구 송파대로 지하439(석촌동),02-2656-0933,37.5059496431187,127.106345349428
9호선,송파나루,서울특별시 송파구 방이동 2 송파나루역(9호선),서울특별시 송파구 백제고분로 지하446(방이동),02-2656-0934,37.5106316985927,127.112393866995
9호선,한성백제,서울특별시 송파구 방이동 88-17 한성백제역(9호선),서울특별시 송파구 위례성대로 지하29(방이동),02-2656-0935,37.5164647953901,127.116303251765
9호선,올림픽공원(한국체대),서울특별시 송파구 방이동 89-28 올림픽공원역(9호선),서울특별시 송파구 양재대로 지하1233(방이동),02-2656-0936,37.5160876492782,127.130600140827
9호선,둔촌오륜,서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),서울특별시 강동구 강동대로 지하303(둔촌동),02-2656-0937,37.5194090259388,127.138423684558
9호선,중앙보훈병원,서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),서울특별시 강동구 동남로 지하625(둔촌동),02-2656-0938,37.5288957241892,127.148541966332
